x_Timestamp,t_kWh
2021-01-13 02:00:00,7.4879999999999995
2021-01-13 03:00:00,7.357
2021-01-13 04:00:00,8.516
2021-01-13 05:00:00,9.26
2021-01-13 06:00:00,9.04
2021-01-13 07:00:00,12.012
2021-01-13 08:00:00,13.514
2021-01-13 09:00:00,18.473
2021-01-13 10:00:00,17.819
2021-01-13 11:00:00,18.103
2021-01-13 12:00:00,14.523
2021-01-13 13:00:00,14.202
2021-01-13 14:00:00,12.506
2021-01-13 15:00:00,10.117
2021-01-13 16:00:00,7.154
2021-01-13 17:00:00,7.701
2021-01-13 18:00:00,15.709
2021-01-13 19:00:00,15.438
2021-01-13 20:00:00,17.076
2021-01-13 21:00:00,16.514
2021-01-13 22:00:00,14.137
2021-01-13 23:00:00,10.514
2021-01-14 00:00:00,8.871
2021-01-14 01:00:00,7.655
2021-01-14 02:00:00,7.453
2021-01-14 03:00:00,7.464
2021-01-14 04:00:00,7.508
2021-01-14 05:00:00,7.461
2021-01-14 06:00:00,8.949
2021-01-14 07:00:00,11.001
2021-01-14 08:00:00,15.015
2021-01-14 09:00:00,16.945
2021-01-14 10:00:00,19.241
2021-01-14 11:00:00,14.986
2021-01-14 12:00:00,10.438
2021-01-14 13:00:00,8.692
2021-01-14 14:00:00,10.762
2021-01-14 15:00:00,8.036
2021-01-14 16:00:00,5.729
2021-01-14 17:00:00,9.87
2021-01-14 18:00:00,10.208
2021-01-14 19:00:00,12.945
2021-01-14 20:00:00,15.322000000000001
2021-01-14 21:00:00,16.362
2021-01-14 22:00:00,13.926
2021-01-14 23:00:00,9.282
2021-01-15 00:00:00,9.331
2021-01-15 01:00:00,8.684
2021-01-15 02:00:00,7.341
2021-01-15 03:00:00,7.469
2021-01-15 04:00:00,8.378
2021-01-15 05:00:00,8.149000000000001
2021-01-15 06:00:00,8.025
2021-01-15 07:00:00,12.42
2021-01-15 08:00:00,16.589
2021-01-15 09:00:00,17.57
2021-01-15 10:00:00,18.308
2021-01-15 11:00:00,15.903
2021-01-15 12:00:00,10.534
2021-01-15 13:00:00,12.963
2021-01-15 14:00:00,11.498
2021-01-15 15:00:00,11.34
2021-01-15 16:00:00,7.394
2021-01-15 17:00:00,8.153
2021-01-15 18:00:00,11.721
2021-01-15 19:00:00,13.914
2021-01-15 20:00:00,16.329
2021-01-15 21:00:00,15.123
2021-01-15 22:00:00,12.781
2021-01-15 23:00:00,10.528
2021-01-16 00:00:00,8.359
2021-01-16 01:00:00,7.511
2021-01-16 02:00:00,6.95
2021-01-16 03:00:00,6.5920000000000005
2021-01-16 04:00:00,6.622
2021-01-16 05:00:00,8.167
2021-01-16 06:00:00,6.561
2021-01-16 07:00:00,10.693
2021-01-16 08:00:00,14.792
2021-01-16 09:00:00,17.516
2021-01-16 10:00:00,19.547
2021-01-16 11:00:00,15.061
2021-01-16 12:00:00,11.556
2021-01-16 13:00:00,11.307
2021-01-16 14:00:00,10.996
2021-01-16 15:00:00,6.24
2021-01-16 16:00:00,10.176
2021-01-16 17:00:00,10.987
2021-01-16 18:00:00,11.173
2021-01-16 19:00:00,15.421
2021-01-16 20:00:00,14.55
2021-01-16 21:00:00,14.68
2021-01-16 22:00:00,11.096
2021-01-16 23:00:00,10.66
2021-01-17 00:00:00,9.2
2021-01-17 01:00:00,7.614
2021-01-17 02:00:00,7.679
2021-01-17 03:00:00,7.611
2021-01-17 04:00:00,7.344
2021-01-17 05:00:00,7.513
2021-01-17 06:00:00,7.833
2021-01-17 07:00:00,10.576
2021-01-17 08:00:00,15.366999999999999
2021-01-17 09:00:00,14.312
2021-01-17 10:00:00,14.068
2021-01-17 11:00:00,16.167
2021-01-17 12:00:00,15.666
2021-01-17 13:00:00,14.183
2021-01-17 14:00:00,17.437
2021-01-17 15:00:00,16.648
2021-01-17 16:00:00,10.241
2021-01-17 17:00:00,12.31
2021-01-17 18:00:00,14.044
2021-01-17 19:00:00,13.572
2021-01-17 20:00:00,17.134
2021-01-17 21:00:00,14.372
2021-01-17 22:00:00,11.393
2021-01-17 23:00:00,10.821
2021-01-18 00:00:00,8.161
2021-01-18 01:00:00,7.881
2021-01-18 02:00:00,7.797
2021-01-18 03:00:00,7.848
2021-01-18 04:00:00,6.245
2021-01-18 05:00:00,4.064
2021-01-18 06:00:00,7.038
2021-01-18 07:00:00,8.102
2021-01-18 08:00:00,15.81
2021-01-18 09:00:00,14.664
2021-01-18 10:00:00,16.727999999999998
2021-01-18 11:00:00,16.341
2021-01-18 12:00:00,13.267
2021-01-18 13:00:00,9.775
2021-01-18 14:00:00,8.181
2021-01-18 15:00:00,7.345
2021-01-18 16:00:00,8.714
2021-01-18 17:00:00,8.551
2021-01-18 18:00:00,14.254
2021-01-18 19:00:00,13.991
2021-01-18 20:00:00,17.806
2021-01-18 21:00:00,13.994
2021-01-18 22:00:00,12.351
2021-01-18 23:00:00,8.78
2021-01-19 00:00:00,7.386
2021-01-19 01:00:00,6.497
2021-01-19 02:00:00,5.953
2021-01-19 03:00:00,5.936
2021-01-19 04:00:00,6.075
2021-01-19 05:00:00,5.898
2021-01-19 06:00:00,8.099
2021-01-19 07:00:00,8.284
2021-01-19 08:00:00,16.113
2021-01-19 09:00:00,13.861
2021-01-19 10:00:00,16.69
2021-01-19 11:00:00,11.314
2021-01-19 12:00:00,10.475
2021-01-19 13:00:00,9.395
2021-01-19 14:00:00,10.373
2021-01-19 15:00:00,8.351
2021-01-19 16:00:00,6.372
2021-01-19 17:00:00,8.378
2021-01-19 18:00:00,11.543
2021-01-19 19:00:00,13.562
2021-01-19 20:00:00,11.962
2021-01-19 21:00:00,13.316
2021-01-19 22:00:00,12.318999999999999
2021-01-19 23:00:00,7.4350000000000005
2021-01-20 00:00:00,6.939
2021-01-20 01:00:00,5.681
2021-01-20 02:00:00,5.114
2021-01-20 03:00:00,4.622
2021-01-20 04:00:00,4.635
2021-01-20 05:00:00,5.265
2021-01-20 06:00:00,6.549
2021-01-20 07:00:00,9.886000000000001
2021-01-20 08:00:00,14.464
2021-01-20 09:00:00,18.275
2021-01-20 10:00:00,17.947
2021-01-20 11:00:00,14.358
2021-01-20 12:00:00,12.979
2021-01-20 13:00:00,9.421
2021-01-20 14:00:00,10.714
2021-01-20 15:00:00,8.031
2021-01-20 16:00:00,7.6290000000000004
2021-01-20 17:00:00,8.549
2021-01-20 18:00:00,8.299
2021-01-20 19:00:00,13.654
2021-01-20 20:00:00,13.862
2021-01-20 21:00:00,13.317
2021-01-20 22:00:00,10.748
2021-01-20 23:00:00,8.243
2021-01-21 00:00:00,8.474
2021-01-21 01:00:00,5.403
2021-01-21 02:00:00,5.264
2021-01-21 03:00:00,4.929
2021-01-21 04:00:00,4.8020000000000005
2021-01-21 05:00:00,4.795
2021-01-21 06:00:00,5.017
2021-01-21 07:00:00,7.9590000000000005
2021-01-21 08:00:00,17.336
2021-01-21 09:00:00,17.777
2021-01-21 10:00:00,19.882
2021-01-21 11:00:00,14.904
2021-01-21 12:00:00,10.704
2021-01-21 13:00:00,12.829
2021-01-21 14:00:00,9.164
2021-01-21 15:00:00,8.83
2021-01-21 16:00:00,8.845
2021-01-21 17:00:00,8.126
2021-01-21 18:00:00,10.267
2021-01-21 19:00:00,11.981
2021-01-21 20:00:00,13.515
2021-01-21 21:00:00,16.981
2021-01-21 22:00:00,10.932
2021-01-21 23:00:00,7.793
2021-01-22 00:00:00,7.062
2021-01-22 01:00:00,5.356
2021-01-22 02:00:00,4.822
2021-01-22 03:00:00,4.833
2021-01-22 04:00:00,4.886
2021-01-22 05:00:00,5.594
2021-01-22 06:00:00,5.5520000000000005
2021-01-22 07:00:00,8.094
2021-01-22 08:00:00,14.301
2021-01-22 09:00:00,18.434
2021-01-22 10:00:00,20.135
2021-01-22 11:00:00,15.744
2021-01-22 12:00:00,13.505
2021-01-22 13:00:00,14.4
2021-01-22 14:00:00,14.375
2021-01-22 15:00:00,10.059
2021-01-22 16:00:00,8.104
2021-01-22 17:00:00,9.543
2021-01-22 18:00:00,11.691
2021-01-22 19:00:00,13.795
2021-01-22 20:00:00,16.341
2021-01-22 21:00:00,14.471
2021-01-22 22:00:00,13.68
2021-01-22 23:00:00,10.181
2021-01-23 00:00:00,7.241
2021-01-23 01:00:00,5.74
2021-01-23 02:00:00,5.083
2021-01-23 03:00:00,5.109
2021-01-23 04:00:00,5.313
2021-01-23 05:00:00,5.225
2021-01-23 06:00:00,6.862
2021-01-23 07:00:00,10.16
2021-01-23 08:00:00,15.476
2021-01-23 09:00:00,17.942
2021-01-23 10:00:00,18.542
2021-01-23 11:00:00,17.736
2021-01-23 12:00:00,11.236
2021-01-23 13:00:00,8.78
2021-01-23 14:00:00,7.933
2021-01-23 15:00:00,8.975
2021-01-23 16:00:00,7.56
2021-01-23 17:00:00,7.3260000000000005
2021-01-23 18:00:00,13.131
2021-01-23 19:00:00,10.964
2021-01-23 20:00:00,15.518
2021-01-23 21:00:00,14.979000000000001
2021-01-23 22:00:00,12.316
2021-01-23 23:00:00,10.567
2021-01-24 00:00:00,5.61
2021-01-24 01:00:00,4.7700000000000005
2021-01-24 02:00:00,4.594
2021-01-24 03:00:00,4.644
2021-01-24 04:00:00,4.579
2021-01-24 05:00:00,4.7490000000000006
2021-01-24 06:00:00,5.416
2021-01-24 07:00:00,7.727
2021-01-24 08:00:00,13.893
2021-01-24 09:00:00,13.304
2021-01-24 10:00:00,13.405
2021-01-24 11:00:00,15.271
2021-01-24 12:00:00,7.734
2021-01-24 13:00:00,12.373
2021-01-24 14:00:00,15.102
2021-01-24 15:00:00,12.016
2021-01-24 16:00:00,6.904
2021-01-24 17:00:00,8.458
2021-01-24 18:00:00,13.345
2021-01-24 19:00:00,14.807
2021-01-24 20:00:00,14.989
2021-01-24 21:00:00,14.933
2021-01-24 22:00:00,12.197
2021-01-24 23:00:00,8.18
2021-01-25 00:00:00,6.7780000000000005
2021-01-25 01:00:00,5.548
2021-01-25 02:00:00,4.704
2021-01-25 03:00:00,4.713
2021-01-25 04:00:00,5.315
2021-01-25 05:00:00,5.871
2021-01-25 06:00:00,6.225
2021-01-25 07:00:00,9.049
2021-01-25 08:00:00,13.714
2021-01-25 09:00:00,17.96
2021-01-25 10:00:00,11.364
2021-01-25 11:00:00,12.961
2021-01-25 12:00:00,14.076
2021-01-25 13:00:00,12.347
2021-01-25 14:00:00,11.264
2021-01-25 15:00:00,10.454
2021-01-25 16:00:00,10.738
2021-01-25 17:00:00,8.238
2021-01-25 18:00:00,11.711
2021-01-25 19:00:00,13.337
2021-01-25 20:00:00,15.502
2021-01-25 21:00:00,15.192
2021-01-25 22:00:00,10.961
2021-01-25 23:00:00,7.518
2021-01-26 00:00:00,6.01
2021-01-26 01:00:00,4.853
2021-01-26 02:00:00,4.615
2021-01-26 03:00:00,4.457
2021-01-26 04:00:00,5.237
2021-01-26 05:00:00,5.8950000000000005
2021-01-26 06:00:00,6.2410000000000005
2021-01-26 07:00:00,8.092
2021-01-26 08:00:00,8.785
2021-01-26 09:00:00,12.18
2021-01-26 10:00:00,14.37
2021-01-26 11:00:00,11.057
2021-01-26 12:00:00,12.689
2021-01-26 13:00:00,14.912
2021-01-26 14:00:00,8.807
2021-01-26 15:00:00,7.281
2021-01-26 16:00:00,7.499
2021-01-26 17:00:00,7.393
2021-01-26 18:00:00,8.57
2021-01-26 19:00:00,10.185
2021-01-26 20:00:00,12.618
2021-01-26 21:00:00,13.539
2021-01-26 22:00:00,10.343
2021-01-26 23:00:00,6.641
2021-01-27 00:00:00,5.804
2021-01-27 01:00:00,4.953
2021-01-27 02:00:00,4.93
2021-01-27 03:00:00,4.699
2021-01-27 04:00:00,4.612
2021-01-27 05:00:00,4.416
2021-01-27 06:00:00,4.776
2021-01-27 07:00:00,7.531
2021-01-27 08:00:00,12.726
2021-01-27 09:00:00,15.594
2021-01-27 10:00:00,12.778
2021-01-27 11:00:00,12.568
2021-01-27 12:00:00,11.346
2021-01-27 13:00:00,12.046
2021-01-27 14:00:00,12.035
2021-01-27 15:00:00,12.974
2021-01-27 16:00:00,9.831
2021-01-27 17:00:00,7.106
2021-01-27 18:00:00,12.379
2021-01-27 19:00:00,14.205
2021-01-27 20:00:00,14.884
2021-01-27 21:00:00,14.552
2021-01-27 22:00:00,12.603
2021-01-27 23:00:00,8.607
2021-01-28 00:00:00,6.006
2021-01-28 01:00:00,5.752
2021-01-28 02:00:00,4.728
2021-01-28 03:00:00,4.549
2021-01-28 04:00:00,4.836
2021-01-28 05:00:00,4.442
2021-01-28 06:00:00,5.265
2021-01-28 07:00:00,8.3
2021-01-28 08:00:00,13.817
2021-01-28 09:00:00,17.106
2021-01-28 10:00:00,15.864
2021-01-28 11:00:00,12.211
2021-01-28 12:00:00,11.374
2021-01-28 13:00:00,11.036
2021-01-28 14:00:00,10.51
2021-01-28 15:00:00,8.404
2021-01-28 16:00:00,5.531
2021-01-28 17:00:00,8.437
2021-01-28 18:00:00,11.68
2021-01-28 19:00:00,11.874
2021-01-28 20:00:00,11.279
2021-01-28 21:00:00,12.271
2021-01-28 22:00:00,12.83
2021-01-28 23:00:00,8.128
2021-01-29 00:00:00,5.179
2021-01-29 01:00:00,4.8660000000000005
2021-01-29 02:00:00,4.405
2021-01-29 03:00:00,4.29
2021-01-29 04:00:00,4.408
2021-01-29 05:00:00,4.984
2021-01-29 06:00:00,5.905
2021-01-29 07:00:00,8.963000000000001
2021-01-29 08:00:00,13.015
2021-01-29 09:00:00,16.468
2021-01-29 10:00:00,16.263
2021-01-29 11:00:00,14.71
2021-01-29 12:00:00,14.379
2021-01-29 13:00:00,12.736
2021-01-29 14:00:00,12.386
2021-01-29 15:00:00,10.016
2021-01-29 16:00:00,8.37
2021-01-29 17:00:00,11.36
2021-01-29 18:00:00,13.637
2021-01-29 19:00:00,11.589
2021-01-29 20:00:00,14.333
2021-01-29 21:00:00,13.872
2021-01-29 22:00:00,11.959
2021-01-29 23:00:00,9.113
2021-01-30 00:00:00,6.022
2021-01-30 01:00:00,4.575
2021-01-30 02:00:00,5.365
2021-01-30 03:00:00,5.563
2021-01-30 04:00:00,5.7250000000000005
2021-01-30 05:00:00,7.329
2021-01-30 06:00:00,7.01
2021-01-30 07:00:00,9.403
2021-01-30 08:00:00,13.614
2021-01-30 09:00:00,18.161
2021-01-30 10:00:00,14.529
2021-01-30 11:00:00,13.014
2021-01-30 12:00:00,12.290000000000001
2021-01-30 13:00:00,10.141
2021-01-30 14:00:00,11.192
2021-01-30 15:00:00,6.485
2021-01-30 16:00:00,6.181
2021-01-30 17:00:00,5.846
2021-01-30 18:00:00,8.387
2021-01-30 19:00:00,10.297
2021-01-30 20:00:00,12.577
2021-01-30 21:00:00,13.277
2021-01-30 22:00:00,11.851
2021-01-30 23:00:00,9.393
2021-01-31 00:00:00,7.802
2021-01-31 01:00:00,6.958
2021-01-31 02:00:00,6.782
2021-01-31 03:00:00,6.398
2021-01-31 04:00:00,6.019
2021-01-31 05:00:00,6.112
2021-01-31 06:00:00,6.84
2021-01-31 07:00:00,8.163
2021-01-31 08:00:00,14.025
2021-01-31 09:00:00,15.884
2021-01-31 10:00:00,16.56
2021-01-31 11:00:00,16.917
2021-01-31 12:00:00,13.403
2021-01-31 13:00:00,12.047
2021-01-31 14:00:00,7.222
2021-01-31 15:00:00,6.991
2021-01-31 16:00:00,11.725999999999999
2021-01-31 17:00:00,12.223
2021-01-31 18:00:00,11.951
2021-01-31 19:00:00,13.198
2021-01-31 20:00:00,15.539
2021-01-31 21:00:00,13.484
2021-01-31 22:00:00,14.515
2021-01-31 23:00:00,8.952
2021-02-01 00:00:00,6.267
2021-02-01 01:00:00,5.252
2021-02-01 02:00:00,5.562
2021-02-01 03:00:00,4.706
2021-02-01 04:00:00,4.529
2021-02-01 05:00:00,5.625
2021-02-01 06:00:00,5.934
2021-02-01 07:00:00,7.824
2021-02-01 08:00:00,13.092
2021-02-01 09:00:00,18.081
2021-02-01 10:00:00,17.898
2021-02-01 11:00:00,17.814
2021-02-01 12:00:00,8.062
2021-02-01 13:00:00,6.683
2021-02-01 14:00:00,10.728
2021-02-01 15:00:00,4.564
2021-02-01 16:00:00,7.229
2021-02-01 17:00:00,8.468
2021-02-01 18:00:00,10.438
2021-02-01 19:00:00,11.653
2021-02-01 20:00:00,15.481
2021-02-01 21:00:00,15.212
2021-02-01 22:00:00,14.209999999999999
2021-02-01 23:00:00,9.716
2021-02-02 00:00:00,7.214
2021-02-02 01:00:00,6.125
2021-02-02 02:00:00,5.888
2021-02-02 03:00:00,5.6
2021-02-02 04:00:00,5.5600000000000005
2021-02-02 05:00:00,6.314
2021-02-02 06:00:00,8.006
2021-02-02 07:00:00,9.012
2021-02-02 08:00:00,13.525
2021-02-02 09:00:00,14.429
2021-02-02 10:00:00,15.662
2021-02-02 11:00:00,13.423
2021-02-02 12:00:00,9.443
2021-02-02 13:00:00,7.068
2021-02-02 14:00:00,7.498
2021-02-02 15:00:00,7.944
2021-02-02 16:00:00,3.558
2021-02-02 17:00:00,4.231
2021-02-02 18:00:00,8.782
2021-02-02 19:00:00,11.044
2021-02-02 20:00:00,15.079
2021-02-02 21:00:00,15.511
2021-02-02 22:00:00,12.348
2021-02-02 23:00:00,7.809
2021-02-03 00:00:00,7.145
2021-02-03 01:00:00,5.128
2021-02-03 02:00:00,4.789
2021-02-03 03:00:00,4.75
2021-02-03 04:00:00,4.953
2021-02-03 05:00:00,4.67
2021-02-03 06:00:00,5.325
2021-02-03 07:00:00,8.617
2021-02-03 08:00:00,12.565
2021-02-03 09:00:00,12.791
2021-02-03 10:00:00,14.59
2021-02-03 11:00:00,12.596
2021-02-03 12:00:00,8.344
2021-02-03 13:00:00,11.265
2021-02-03 14:00:00,7.392
2021-02-03 15:00:00,8.452
2021-02-03 16:00:00,6.516
