===== HOURLY SIMULATION RESULTS =====

  load  solar_available  solar_used  battery_charge  battery_discharge  curtailed_solar      grid  soc
 7.616         0.087437    0.087437               0               0.00                0  7.528563 20.0
 6.161         0.079812    0.079812               0               0.00                0  6.081188 20.0
 6.538         0.070986    0.070986               0               0.00                0  6.467014 20.0
 9.952         0.098215    0.098215               0               0.00                0  9.853785 20.0
 9.556         0.073181    0.073181               0               0.00                0  9.482819 20.0
 9.081         0.038461    0.038461               0               0.00                0  9.042539 20.0
10.351         0.007690    0.007690               0               0.00                0 10.343310 20.0
 8.892         0.000000    0.000000               0               0.00                0  8.892000 20.0
10.616         0.000000    0.000000               0               0.00                0 10.616000 20.0
11.027         0.000000    0.000000               0               0.00                0 11.027000 20.0
 6.524         0.000000    0.000000               0               0.00                0  6.524000 20.0
 7.896         0.000000    0.000000               0               0.00                0  7.896000 20.0
 7.952         0.000000    0.000000               0               0.00                0  7.952000 20.0
 9.872         0.000000    0.000000               0               0.00                0  9.872000 20.0
10.579         0.000000    0.000000               0               0.00                0 10.579000 20.0
10.393         0.000000    0.000000               0               0.00                0 10.393000 20.0
 9.819         0.000000    0.000000               0               0.00                0  9.819000 20.0
10.655         0.000000    0.000000               0               0.00                0 10.655000 20.0
11.649         0.000000    0.000000               0               0.00                0 11.649000 20.0
10.295         0.000000    0.000000               0               0.00                0 10.295000 20.0
10.287         0.000791    0.000791               0               0.00                0 10.286209 20.0
 7.396         0.010994    0.010994               0               0.00                0  7.385006 20.0
 7.498         0.025337    0.025337               0               0.00                0  7.472663 20.0
 6.931         0.038094    0.038094               0               0.00                0  6.892906 20.0
 7.043         0.048233    0.048233               0               0.00                0  6.994767 20.0
 5.350         0.033601    0.033601               0               0.00                0  5.316399 20.0
 5.546         0.045619    0.045619               0               0.00                0  5.500381 20.0
 9.674         0.044077    0.044077               0               0.00                0  9.629923 20.0
 8.746         0.033523    0.033523               0               0.00                0  8.712477 20.0
 8.171         0.020269    0.020269               0               0.00                0  8.150731 20.0
 8.445         0.004061    0.004061               0               0.00                0  8.440939 20.0
 9.437         0.000000    0.000000               0               0.00                0  9.437000 20.0
 9.807         0.000000    0.000000               0               0.00                0  9.807000 20.0
 9.357         0.000000    0.000000               0               0.00                0  9.357000 20.0
 7.173         0.000000    0.000000               0               0.00                0  7.173000 20.0
10.602         0.000000    0.000000               0               0.00                0 10.602000 20.0
 9.949         0.000000    0.000000               0               0.00                0  9.949000 20.0
11.289         0.000000    0.000000               0               0.00                0 11.289000 20.0
11.028         0.000000    0.000000               0               0.00                0 11.028000 20.0
10.992         0.000000    0.000000               0               0.00                0 10.992000 20.0
10.720         0.000000    0.000000               0               0.00                0 10.720000 20.0
11.479         0.000000    0.000000               0               0.00                0 11.479000 20.0
12.439         0.000000    0.000000               0               0.00                0 12.439000 20.0
 9.758         0.000000    0.000000               0               0.00                0  9.758000 20.0
 8.589         0.000791    0.000791               0               0.00                0  8.588209 20.0
 8.940         0.013228    0.013228               0               0.00                0  8.926772 20.0
 8.302         0.029795    0.029795               0               0.00                0  8.272205 20.0
 8.731         0.051646    0.051646               0               0.00                0  8.679354 20.0
 8.095         0.072822    0.072822               0               0.00                0  8.022178 20.0
 5.708         0.055953    0.055953               0               0.00                0  5.652047 20.0
 6.434         0.078170    0.078170               0               0.00                0  6.355830 20.0
11.419         0.070554    0.070554               0               0.00                0 11.348446 20.0
10.920         0.054078    0.054078               0               0.00                0 10.865922 20.0
 9.243         0.029160    0.029160               0               0.00                0  9.213840 20.0
11.703         0.006428    0.006428               0               0.00                0 11.696572 20.0
10.833         0.000000    0.000000               0               0.00                0 10.833000 20.0
10.286         0.000000    0.000000               0               0.00                0 10.286000 20.0
12.008         0.000000    0.000000               0               0.00                0 12.008000 20.0
 8.335         0.000000    0.000000               0               0.00                0  8.335000 20.0
10.880         0.000000    0.000000               0               0.00                0 10.880000 20.0
11.971         0.000000    0.000000               0               0.00                0 11.971000 20.0
12.320         0.000000    0.000000               0               0.00                0 12.320000 20.0
 8.791         0.000000    0.000000               0               0.00                0  8.791000 20.0
10.724         0.000000    0.000000               0               0.00                0 10.724000 20.0
11.833         0.000000    0.000000               0               0.00                0 11.833000 20.0
10.451         0.000000    0.000000               0               0.00                0 10.451000 20.0
10.750         0.000000    0.000000               0               0.00                0 10.750000 20.0
13.242         0.000000    0.000000               0               0.00                0 13.242000 20.0
12.161         0.000778    0.000778               0               0.00                0 12.160222 20.0
12.078         0.012908    0.012908               0               0.00                0 12.065092 20.0
13.624         0.030875    0.030875               0               0.00                0 13.593125 20.0
10.687         0.047110    0.047110               0               0.00                0 10.639890 20.0
10.319         0.060316    0.060316               0               0.00                0 10.258684 20.0
 7.774         0.064757    0.064757               0               0.00                0  7.709243 20.0
 7.963         0.081246    0.081246               0               0.00                0  7.881754 20.0
13.135         0.080382    0.080382               0               0.00                0 13.054618 20.0
13.738         0.064359    0.064359               0               0.00                0 13.673641 20.0
11.140         0.034806    0.034806               0               0.00                0 11.105194 20.0
10.030         0.007754    0.007754               0               0.00                0 10.022246 20.0
10.504         0.000000    0.000000               0               0.00                0 10.504000 20.0
10.541         0.000000    0.000000               0               0.00                0 10.541000 20.0
 9.481         0.000000    0.000000               0               0.00                0  9.481000 20.0
 8.569         0.000000    0.000000               0               0.00                0  8.569000 20.0
11.823         0.000000    0.000000               0               0.00                0 11.823000 20.0
11.652         0.000000    0.000000               0               0.00                0 11.652000 20.0
10.780         0.000000    0.000000               0               0.00                0 10.780000 20.0
12.928         0.000000    0.000000               0               0.00                0 12.928000 20.0
14.440         0.000000    0.000000               0               0.00                0 14.440000 20.0
13.428         0.000000    0.000000               0               0.00                0 13.428000 20.0
13.537         0.000000    0.000000               0               0.00                0 13.537000 20.0
14.379         0.000000    0.000000               0               0.00                0 14.379000 20.0
13.942         0.000000    0.000000               0               0.00                0 13.942000 20.0
13.228         0.001166    0.001166               0               0.00                0 13.226834 20.0
11.454         0.019691    0.019691               0               0.00                0 11.434309 20.0
12.349         0.050142    0.050142               0               0.00                0 12.298858 20.0
12.154         0.080028    0.080028               0               0.00                0 12.073972 20.0
11.631         0.101995    0.101995               0               0.00                0 11.529005 20.0
10.761         0.095550    0.095550               0               0.00                0 10.665450 20.0
 8.346         0.119483    0.119483               0               0.00                0  8.226517 20.0
 7.202         0.113625    0.113625               0               0.00                0  7.088375 20.0
12.336         0.079834    0.079834               0               0.00                0 12.256166 20.0
12.199         0.043122    0.043122               0               0.00                0 12.155878 20.0
 9.577         0.010066    0.010066               0               0.00                0  9.566934 20.0
11.390         0.000000    0.000000               0               0.00                0 11.390000 20.0
11.579         0.000000    0.000000               0               0.00                0 11.579000 20.0
11.329         0.000000    0.000000               0               0.00                0 11.329000 20.0
11.253         0.000000    0.000000               0               0.00                0 11.253000 20.0
10.447         0.000000    0.000000               0               0.00                0 10.447000 20.0
 9.302         0.000000    0.000000               0               0.00                0  9.302000 20.0
11.876         0.000000    0.000000               0               0.00                0 11.876000 20.0
11.960         0.000000    0.000000               0               0.00                0 11.960000 20.0
13.056         0.000000    0.000000               0               0.00                0 13.056000 20.0
14.815         0.000000    0.000000               0               0.00                0 14.815000 20.0
12.389         0.000000    0.000000               0               0.00                0 12.389000 20.0
14.156         0.000000    0.000000               0               0.00                0 14.156000 20.0
13.673         0.000000    0.000000               0               0.00                0 13.673000 20.0
13.312         0.001045    0.001045               0               0.00                0 13.310955 20.0
12.682         0.014507    0.014507               0               0.00                0 12.667493 20.0
10.664         0.040284    0.040284               0               0.00                0 10.623716 20.0
10.301         0.063772    0.063772               0               0.00                0 10.237228 20.0
11.514         0.087437    0.087437               0               0.00                0 11.426563 20.0
 7.314         0.079812    0.079812               0               0.00                0  7.234188 20.0
 6.353         0.070986    0.070986               0               0.00                0  6.282014 20.0
13.779         0.098215    0.098215               0               0.00                0 13.680785 20.0
 9.978         0.073181    0.073181               0               0.00                0  9.904819 20.0
10.574         0.038461    0.038461               0               0.00                0 10.535539 20.0
12.157         0.007690    0.007690               0               0.00                0 12.149310 20.0
12.428         0.000000    0.000000               0               0.00                0 12.428000 20.0
11.405         0.000000    0.000000               0               0.00                0 11.405000 20.0
13.328         0.000000    0.000000               0               0.00                0 13.328000 20.0
13.908         0.000000    0.000000               0               0.00                0 13.908000 20.0
11.469         0.000000    0.000000               0               0.00                0 11.469000 20.0
11.118         0.000000    0.000000               0               0.00                0 11.118000 20.0
 9.632         0.000000    0.000000               0               0.00                0  9.632000 20.0
10.395         0.000000    0.000000               0               0.00                0 10.395000 20.0
14.306         0.000000    0.000000               0               0.00                0 14.306000 20.0
12.450         0.000000    0.000000               0               0.00                0 12.450000 20.0
13.476         0.000000    0.000000               0               0.00                0 13.476000 20.0
14.767         0.000000    0.000000               0               0.00                0 14.767000 20.0
13.522         0.000000    0.000000               0               0.00                0 13.522000 20.0
13.214         0.000791    0.000791               0               0.00                0 13.213209 20.0
11.884         0.010994    0.010994               0               0.00                0 11.873006 20.0
10.728         0.025337    0.025337               0               0.00                0 10.702663 20.0
10.049         0.038094    0.038094               0               0.00                0 10.010906 20.0
11.535         0.048233    0.048233               0               0.00                0 11.486767 20.0
10.829         0.033601    0.033601               0               0.00                0 10.795399 20.0
 9.061         0.045619    0.045619               0               0.00                0  9.015381 20.0
 9.797         0.044077    0.044077               0               0.00                0  9.752923 20.0
12.037         0.033523    0.033523               0               0.00                0 12.003477 20.0
10.133         0.020269    0.020269               0               0.00                0 10.112731 20.0
12.029         0.004061    0.004061               0               0.00                0 12.024939 20.0
10.388         0.000000    0.000000               0               0.00                0 10.388000 20.0
11.770         0.000000    0.000000               0               0.00                0 11.770000 20.0
11.653         0.000000    0.000000               0               0.00                0 11.653000 20.0
10.502         0.000000    0.000000               0               0.00                0 10.502000 20.0
 9.382         0.000000    0.000000               0               0.00                0  9.382000 20.0
 8.921         0.000000    0.000000               0               0.00                0  8.921000 20.0
 9.640         0.000000    0.000000               0               0.00                0  9.640000 20.0
11.458         0.000000    0.000000               0               0.00                0 11.458000 20.0
10.231         0.000000    0.000000               0               0.00                0 10.231000 20.0
11.012         0.000000    0.000000               0               0.00                0 11.012000 20.0
 9.285         0.000000    0.000000               0               0.00                0  9.285000 20.0
14.541         0.000000    0.000000               0               0.00                0 14.541000 20.0
12.849         0.000000    0.000000               0               0.00                0 12.849000 20.0
11.997         0.000791    0.000791               0               0.00                0 11.996209 20.0
12.795         0.013228    0.013228               0               0.00                0 12.781772 20.0
11.483         0.029795    0.029795               0               0.00                0 11.453205 20.0
11.465         0.051646    0.051646               0               0.00                0 11.413354 20.0
11.197         0.072822    0.072822               0               0.00                0 11.124178 20.0
 9.889         0.055953    0.055953               0               0.00                0  9.833047 20.0
 8.020         0.078170    0.078170               0               0.00                0  7.941830 20.0
11.239         0.070554    0.070554               0               0.00                0 11.168446 20.0
 7.208         0.054078    0.054078               0               0.00                0  7.153922 20.0
 8.869         0.029160    0.029160               0               0.00                0  8.839840 20.0
13.400         0.006428    0.006428               0               0.00                0 13.393572 20.0
11.982         0.000000    0.000000               0               0.00                0 11.982000 20.0
11.585         0.000000    0.000000               0               0.00                0 11.585000 20.0
12.784         0.000000    0.000000               0               0.00                0 12.784000 20.0
 9.068         0.000000    0.000000               0               0.00                0  9.068000 20.0
 9.402         0.000000    0.000000               0               0.00                0  9.402000 20.0
11.962         0.000000    0.000000               0               0.00                0 11.962000 20.0
 9.714         0.000000    0.000000               0               0.00                0  9.714000 20.0
10.555         0.000000    0.000000               0               0.00                0 10.555000 20.0
 9.329         0.000000    0.000000               0               0.00                0  9.329000 20.0
 9.492         0.000000    0.000000               0               0.00                0  9.492000 20.0
11.198         0.000000    0.000000               0               0.00                0 11.198000 20.0
13.091         0.000000    0.000000               0               0.00                0 13.091000 20.0
10.476         0.000000    0.000000               0               0.00                0 10.476000 20.0
 8.426         0.000778    0.000778               0               0.00                0  8.425222 20.0
 8.306         0.012908    0.012908               0               0.00                0  8.293092 20.0
10.049         0.030875    0.030875               0               0.00                0 10.018125 20.0
11.541         0.047110    0.047110               0               0.00                0 11.493890 20.0
11.398         0.060316    0.060316               0               0.00                0 11.337684 20.0
 7.625         0.064757    0.064757               0               0.00                0  7.560243 20.0
 8.093         0.081246    0.081246               0               0.00                0  8.011754 20.0
 8.702         0.080382    0.080382               0               0.00                0  8.621618 20.0
 7.740         0.064359    0.064359               0               0.00                0  7.675641 20.0
11.680         0.034806    0.034806               0               0.00                0 11.645194 20.0
10.221         0.007754    0.007754               0               0.00                0 10.213246 20.0
 9.532         0.000000    0.000000               0               0.00                0  9.532000 20.0
12.372         0.000000    0.000000               0               0.00                0 12.372000 20.0
10.555         0.000000    0.000000               0               0.00                0 10.555000 20.0
10.949         0.000000    0.000000               0               0.00                0 10.949000 20.0
11.669         0.000000    0.000000               0               0.00                0 11.669000 20.0
 9.885         0.000000    0.000000               0               0.00                0  9.885000 20.0
 7.779         0.000000    0.000000               0               0.00                0  7.779000 20.0
10.547         0.000000    0.000000               0               0.00                0 10.547000 20.0
12.624         0.000000    0.000000               0               0.00                0 12.624000 20.0
11.475         0.000000    0.000000               0               0.00                0 11.475000 20.0
11.606         0.000000    0.000000               0               0.00                0 11.606000 20.0
13.385         0.000000    0.000000               0               0.00                0 13.385000 20.0
12.303         0.000000    0.000000               0               0.00                0 12.303000 20.0
12.397         0.001166    0.001166               0               0.00                0 12.395834 20.0
11.292         0.019691    0.019691               0               0.00                0 11.272309 20.0
10.217         0.050142    0.050142               0               0.00                0 10.166858 20.0
 9.275         0.080028    0.080028               0               0.00                0  9.194972 20.0
 9.249         0.101995    0.101995               0               0.00                0  9.147005 20.0
 9.086         0.095550    0.095550               0               0.00                0  8.990450 20.0
 6.472         0.119483    0.119483               0               0.00                0  6.352517 20.0
 6.732         0.113625    0.113625               0               0.00                0  6.618375 20.0
 8.903         0.079834    0.079834               0               0.00                0  8.823166 20.0
11.087         0.043122    0.043122               0               0.00                0 11.043878 20.0
 9.526         0.010066    0.010066               0               0.00                0  9.515934 20.0
 8.335         0.000000    0.000000               0               0.00                0  8.335000 20.0
11.838         0.000000    0.000000               0               0.00                0 11.838000 20.0
12.165         0.000000    0.000000               0               0.00                0 12.165000 20.0
 7.531         0.000000    0.000000               0               0.00                0  7.531000 20.0
 9.864         0.000000    0.000000               0               0.00                0  9.864000 20.0
13.629         0.000000    0.000000               0               0.00                0 13.629000 20.0
11.846         0.000000    0.000000               0               0.00                0 11.846000 20.0
11.391         0.000000    0.000000               0               0.00                0 11.391000 20.0
 9.735         0.000000    0.000000               0               0.00                0  9.735000 20.0
11.137         0.000000    0.000000               0               0.00                0 11.137000 20.0
11.223         0.000000    0.000000               0               0.00                0 11.223000 20.0
12.300         0.000000    0.000000               0               0.00                0 12.300000 20.0
12.591         0.000000    0.000000               0               0.00                0 12.591000 20.0
12.276         0.001045    0.001045               0               0.00                0 12.274955 20.0
11.562         0.014507    0.014507               0               0.00                0 11.547493 20.0
10.826         0.040284    0.040284               0               0.00                0 10.785716 20.0
 9.060         0.063772    0.063772               0               0.00                0  8.996228 20.0
 7.442         0.087437    0.087437               0               0.00                0  7.354563 20.0
 7.701         0.079812    0.079812               0               0.00                0  7.621188 20.0
 8.910         0.070986    0.070986               0               0.00                0  8.839014 20.0
 9.959         0.098215    0.098215               0               0.00                0  9.860785 20.0
 9.997         0.073181    0.073181               0               0.00                0  9.923819 20.0
11.631         0.038461    0.038461               0               0.00                0 11.592539 20.0
11.427         0.007690    0.007690               0               0.00                0 11.419310 20.0
 9.080         0.000000    0.000000               0               0.00                0  9.080000 20.0
11.836         0.000000    0.000000               0               0.00                0 11.836000 20.0
12.653         0.000000    0.000000               0               0.00                0 12.653000 20.0
11.766         0.000000    0.000000               0               0.00                0 11.766000 20.0
10.423         0.000000    0.000000               0               0.00                0 10.423000 20.0
10.204         0.000000    0.000000               0               0.00                0 10.204000 20.0
 8.664         0.000000    0.000000               0               0.00                0  8.664000 20.0
11.226         0.000000    0.000000               0               0.00                0 11.226000 20.0
13.261         0.000000    0.000000               0               0.00                0 13.261000 20.0
 3.284         0.000000    0.000000               0               0.00                0  3.284000 20.0
 4.321         0.000000    0.000000               0               0.00                0  4.321000 20.0
 4.998         0.000000    0.000000               0               0.00                0  4.998000 20.0
 6.665         0.000000    0.000000               0               0.00                0  6.665000 20.0
 7.663         0.000791    0.000791               0               0.00                0  7.662209 20.0
 8.660         0.010994    0.010994               0               0.00                0  8.649006 20.0
 9.375         0.025337    0.025337               0               0.00                0  9.349663 20.0
 4.203         0.038094    0.038094               0               0.00                0  4.164906 20.0
 6.625         0.048233    0.048233               0               0.00                0  6.576767 20.0
 5.675         0.033601    0.033601               0               0.00                0  5.641399 20.0
 5.098         0.045619    0.045619               0               0.00                0  5.052381 20.0
 5.691         0.044077    0.044077               0               0.00                0  5.646923 20.0
 8.910         0.033523    0.033523               0               0.00                0  8.876477 20.0
 7.474         0.020269    0.020269               0               0.00                0  7.453731 20.0
 9.189         0.004061    0.004061               0               0.00                0  9.184939 20.0
 7.513         0.000000    0.000000               0               0.00                0  7.513000 20.0
 7.820         0.000000    0.000000               0               0.00                0  7.820000 20.0
 9.344         0.000000    0.000000               0               0.00                0  9.344000 20.0
 5.874         0.000000    0.000000               0               0.00                0  5.874000 20.0
 7.900         0.000000    0.000000               0               0.00                0  7.900000 20.0
 6.834         0.000000    0.000000               0               0.00                0  6.834000 20.0
 4.827         0.000000    0.000000               0               0.00                0  4.827000 20.0
 8.234         0.000000    0.000000               0               0.00                0  8.234000 20.0
 9.969         0.000000    0.000000               0               0.00                0  9.969000 20.0
 8.062         0.000000    0.000000               0               0.00                0  8.062000 20.0
 8.572         0.000000    0.000000               0               0.00                0  8.572000 20.0
 9.376         0.000000    0.000000               0               0.00                0  9.376000 20.0
12.176         0.000000    0.000000               0               0.00                0 12.176000 20.0
12.041         0.000791    0.000791               0               0.00                0 12.040209 20.0
10.882         0.013228    0.013228               0               0.00                0 10.868772 20.0
10.314         0.029795    0.029795               0               0.00                0 10.284205 20.0
10.213         0.051646    0.051646               0               0.00                0 10.161354 20.0
 9.713         0.072822    0.072822               0               0.00                0  9.640178 20.0
 6.489         0.055953    0.055953               0               0.00                0  6.433047 20.0
 6.877         0.078170    0.078170               0               0.00                0  6.798830 20.0
11.113         0.070554    0.070554               0               0.00                0 11.042446 20.0
12.380         0.054078    0.054078               0               0.00                0 12.325922 20.0
12.530         0.029160    0.029160               0               0.00                0 12.500840 20.0
11.228         0.006428    0.006428               0               0.00                0 11.221572 20.0
11.949         0.000000    0.000000               0               0.00                0 11.949000 20.0
12.061         0.000000    0.000000               0               0.00                0 12.061000 20.0
10.793         0.000000    0.000000               0               0.00                0 10.793000 20.0
 8.991         0.000000    0.000000               0               0.00                0  8.991000 20.0
 7.823         0.000000    0.000000               0               0.00                0  7.823000 20.0
 5.860         0.000000    0.000000               0               0.00                0  5.860000 20.0
 7.620         0.000000    0.000000               0               0.00                0  7.620000 20.0
12.397         0.000000    0.000000               0               0.00                0 12.397000 20.0
11.216         0.000000    0.000000               0               0.00                0 11.216000 20.0
12.907         0.000000    0.000000               0               0.00                0 12.907000 20.0
10.903         0.000000    0.000000               0               0.00                0 10.903000 20.0
11.717         0.000000    0.000000               0               0.00                0 11.717000 20.0
12.367         0.000000    0.000000               0               0.00                0 12.367000 20.0
11.934         0.000778    0.000778               0               0.00                0 11.933222 20.0
10.195         0.012908    0.012908               0               0.00                0 10.182092 20.0
 9.262         0.030875    0.030875               0               0.00                0  9.231125 20.0
 8.441         0.047110    0.047110               0               0.00                0  8.393890 20.0
 7.689         0.060316    0.060316               0               0.00                0  7.628684 20.0
 5.942         0.064757    0.064757               0               0.00                0  5.877243 20.0
 6.175         0.081246    0.081246               0               0.00                0  6.093754 20.0
 8.416         0.080382    0.080382               0               0.00                0  8.335618 20.0
 7.937         0.064359    0.064359               0               0.00                0  7.872641 20.0
13.017         0.034806    0.034806               0               0.00                0 12.982194 20.0
12.990         0.007754    0.007754               0               0.00                0 12.982246 20.0
 9.153         0.000000    0.000000               0               0.00                0  9.153000 20.0
12.386         0.000000    0.000000               0               0.00                0 12.386000 20.0
12.262         0.000000    0.000000               0               0.00                0 12.262000 20.0
11.796         0.000000    0.000000               0               0.00                0 11.796000 20.0
 7.952         0.000000    0.000000               0               0.00                0  7.952000 20.0
 9.164         0.000000    0.000000               0               0.00                0  9.164000 20.0
 8.971         0.000000    0.000000               0               0.00                0  8.971000 20.0
 9.820         0.000000    0.000000               0               0.00                0  9.820000 20.0
11.122         0.000000    0.000000               0               0.00                0 11.122000 20.0
12.874         0.000000    0.000000               0               0.00                0 12.874000 20.0
11.410         0.000000    0.000000               0               0.00                0 11.410000 20.0
11.516         0.000000    0.000000               0               0.00                0 11.516000 20.0
12.720         0.000000    0.000000               0               0.00                0 12.720000 20.0
12.225         0.001166    0.001166               0               0.00                0 12.223834 20.0
11.503         0.019691    0.019691               0               0.00                0 11.483309 20.0
 9.959         0.050142    0.050142               0               0.00                0  9.908858 20.0
13.023         0.080028    0.080028               0               0.00                0 12.942972 20.0
10.640         0.101995    0.101995               0               0.00                0 10.538005 20.0
 6.515         0.095550    0.095550               0               0.00                0  6.419450 20.0
 5.894         0.119483    0.119483               0               0.00                0  5.774517 20.0
10.288         0.113625    0.113625               0               0.00                0 10.174375 20.0
10.673         0.079834    0.079834               0               0.00                0 10.593166 20.0
10.096         0.043122    0.043122               0               0.00                0 10.052878 20.0
10.588         0.010066    0.010066               0               0.00                0 10.577934 20.0
 9.724         0.000000    0.000000               0               0.00                0  9.724000 20.0
11.325         0.000000    0.000000               0               0.00                0 11.325000 20.0
12.154         0.000000    0.000000               0               0.00                0 12.154000 20.0
11.209         0.000000    0.000000               0               0.00                0 11.209000 20.0
10.644         0.000000    0.000000               0               0.00                0 10.644000 20.0
 9.244         0.000000    0.000000               0               0.00                0  9.244000 20.0
11.684         0.000000    0.000000               0               0.00                0 11.684000 20.0
10.798         0.000000    0.000000               0               0.00                0 10.798000 20.0
10.993         0.000000    0.000000               0               0.00                0 10.993000 20.0
11.953         0.000000    0.000000               0               0.00                0 11.953000 20.0
11.118         0.000000    0.000000               0               0.00                0 11.118000 20.0
12.639         0.000000    0.000000               0               0.00                0 12.639000 20.0
13.631         0.000000    0.000000               0               0.00                0 13.631000 20.0
12.508         0.001045    0.001045               0               0.00                0 12.506955 20.0
12.891         0.014507    0.014507               0               0.00                0 12.876493 20.0
11.255         0.040284    0.040284               0               0.00                0 11.214716 20.0
11.981         0.063772    0.063772               0               0.00                0 11.917228 20.0
10.743         0.087437    0.087437               0               0.00                0 10.655563 20.0
 8.246         0.079812    0.079812               0               0.00                0  8.166188 20.0
 8.165         0.070986    0.070986               0               0.00                0  8.094014 20.0
11.953         0.098215    0.098215               0               0.00                0 11.854785 20.0
13.055         0.073181    0.073181               0               0.00                0 12.981819 20.0
11.649         0.038461    0.038461               0               0.00                0 11.610539 20.0
12.593         0.007690    0.007690               0               0.00                0 12.585310 20.0
13.650         0.000000    0.000000               0               0.00                0 13.650000 20.0
13.939         0.000000    0.000000               0               0.00                0 13.939000 20.0
11.654         0.000000    0.000000               0               0.00                0 11.654000 20.0
10.650         0.000000    0.000000               0               0.00                0 10.650000 20.0
12.369         0.000000    0.000000               0               0.00                0 12.369000 20.0
 9.955         0.000000    0.000000               0               0.00                0  9.955000 20.0
 8.058         0.000000    0.000000               0               0.00                0  8.058000 20.0
10.220         0.000000    0.000000               0               0.00                0 10.220000 20.0
13.246         0.000000    0.000000               0               0.00                0 13.246000 20.0
13.335         0.000000    0.000000               0               0.00                0 13.335000 20.0
12.979         0.000000    0.000000               0               0.00                0 12.979000 20.0
13.154         0.000000    0.000000               0               0.00                0 13.154000 20.0
15.602         0.000000    0.000000               0               0.00                0 15.602000 20.0
14.243         0.000791    0.000791               0               0.00                0 14.242209 20.0
12.639         0.010994    0.010994               0               0.00                0 12.628006 20.0
12.705         0.025337    0.025337               0               0.00                0 12.679663 20.0
11.577         0.038094    0.038094               0               0.00                0 11.538906 20.0
10.612         0.048233    0.048233               0               0.00                0 10.563767 20.0
 6.897         0.033601    0.033601               0               0.00                0  6.863399 20.0
 8.766         0.045619    0.045619               0               0.00                0  8.720381 20.0
12.399         0.044077    0.044077               0               0.00                0 12.354923 20.0
13.158         0.033523    0.033523               0               0.00                0 13.124477 20.0
10.428         0.020269    0.020269               0               0.00                0 10.407731 20.0
11.861         0.004061    0.004061               0               0.00                0 11.856939 20.0
 9.312         0.000000    0.000000               0               0.00                0  9.312000 20.0
11.412         0.000000    0.000000               0               0.00                0 11.412000 20.0
15.409         0.000000    0.000000               0               0.00                0 15.409000 20.0
15.898         0.000000    0.000000               0               0.00                0 15.898000 20.0
12.885         0.000000    0.000000               0               0.00                0 12.885000 20.0
13.469         0.000000    0.000000               0               0.00                0 13.469000 20.0
 6.591         0.000000    0.000000               0               0.00                0  6.591000 20.0
 9.550         0.000000    0.000000               0               0.00                0  9.550000 20.0
11.990         0.000000    0.000000               0               0.00                0 11.990000 20.0
11.120         0.000000    0.000000               0               0.00                0 11.120000 20.0
10.223         0.000000    0.000000               0               0.00                0 10.223000 20.0
11.458         0.000000    0.000000               0               0.00                0 11.458000 20.0
10.698         0.000000    0.000000               0               0.00                0 10.698000 20.0
 9.437         0.000791    0.000791               0               0.00                0  9.436209 20.0
10.315         0.013228    0.013228               0               0.00                0 10.301772 20.0
 9.300         0.029795    0.029795               0               0.00                0  9.270205 20.0
 8.313         0.051646    0.051646               0               0.00                0  8.261354 20.0
 7.714         0.072822    0.072822               0               0.00                0  7.641178 20.0
 6.561         0.055953    0.055953               0               0.00                0  6.505047 20.0
 5.228         0.078170    0.078170               0               0.00                0  5.149830 20.0
 9.483         0.070554    0.070554               0               0.00                0  9.412446 20.0
 8.022         0.054078    0.054078               0               0.00                0  7.967922 20.0
10.254         0.029160    0.029160               0               0.00                0 10.224840 20.0
10.241         0.006428    0.006428               0               0.00                0 10.234572 20.0
 8.889         0.000000    0.000000               0               0.00                0  8.889000 20.0
 6.340         0.000000    0.000000               0               0.00                0  6.340000 20.0
10.080         0.000000    0.000000               0               0.00                0 10.080000 20.0
11.539         0.000000    0.000000               0               0.00                0 11.539000 20.0
 9.896         0.000000    0.000000               0               0.00                0  9.896000 20.0
 9.628         0.000000    0.000000               0               0.00                0  9.628000 20.0
 9.048         0.000000    0.000000               0               0.00                0  9.048000 20.0
 9.288         0.000000    0.000000               0               0.00                0  9.288000 20.0
10.517         0.000000    0.000000               0               0.00                0 10.517000 20.0
 9.988         0.000000    0.000000               0               0.00                0  9.988000 20.0
10.401         0.000000    0.000000               0               0.00                0 10.401000 20.0
12.115         0.000000    0.000000               0               0.00                0 12.115000 20.0
11.122         0.000000    0.000000               0               0.00                0 11.122000 20.0
 9.560         0.000778    0.000778               0               0.00                0  9.559222 20.0
10.164         0.012908    0.012908               0               0.00                0 10.151092 20.0
 8.294         0.030875    0.030875               0               0.00                0  8.263125 20.0
 8.159         0.047110    0.047110               0               0.00                0  8.111890 20.0
 8.044         0.060316    0.060316               0               0.00                0  7.983684 20.0
 6.577         0.064757    0.064757               0               0.00                0  6.512243 20.0
 7.054         0.081246    0.081246               0               0.00                0  6.972754 20.0
 7.135         0.080382    0.080382               0               0.00                0  7.054618 20.0
 9.296         0.064359    0.064359               0               0.00                0  9.231641 20.0
