===== HOURLY SIMULATION RESULTS =====

  load  solar_available  solar_used  battery_charge  battery_discharge  curtailed_solar      grid  soc
 7.562         0.000000    0.000000               0               0.00                0  7.562000 20.0
 7.652         0.000000    0.000000               0               0.00                0  7.652000 20.0
 7.041         0.000000    0.000000               0               0.00                0  7.041000 20.0
 7.154         0.000000    0.000000               0               0.00                0  7.154000 20.0
 6.593         0.001166    0.001166               0               0.00                0  6.591834 20.0
 8.124         0.019691    0.019691               0               0.00                0  8.104309 20.0
 7.594         0.050142    0.050142               0               0.00                0  7.543858 20.0
 7.032         0.080028    0.080028               0               0.00                0  6.951972 20.0
 7.238         0.101995    0.101995               0               0.00                0  7.136005 20.0
 6.468         0.095550    0.095550               0               0.00                0  6.372450 20.0
 6.352         0.119483    0.119483               0               0.00                0  6.232517 20.0
10.086         0.113625    0.113625               0               0.00                0  9.972375 20.0
 9.944         0.079834    0.079834               0               0.00                0  9.864166 20.0
 9.094         0.043122    0.043122               0               0.00                0  9.050878 20.0
 6.020         0.010066    0.010066               0               0.00                0  6.009934 20.0
 4.634         0.000000    0.000000               0               0.00                0  4.634000 20.0
 5.902         0.000000    0.000000               0               0.00                0  5.902000 20.0
 6.775         0.000000    0.000000               0               0.00                0  6.775000 20.0
 5.702         0.000000    0.000000               0               0.00                0  5.702000 20.0
 4.795         0.000000    0.000000               0               0.00                0  4.795000 20.0
 3.956         0.000000    0.000000               0               0.00                0  3.956000 20.0
 6.871         0.000000    0.000000               0               0.00                0  6.871000 20.0
 7.526         0.000000    0.000000               0               0.00                0  7.526000 20.0
 7.657         0.000000    0.000000               0               0.00                0  7.657000 20.0
 7.725         0.000000    0.000000               0               0.00                0  7.725000 20.0
 7.005         0.000000    0.000000               0               0.00                0  7.005000 20.0
 8.212         0.000000    0.000000               0               0.00                0  8.212000 20.0
 8.248         0.000000    0.000000               0               0.00                0  8.248000 20.0
 7.904         0.001045    0.001045               0               0.00                0  7.902955 20.0
 7.682         0.014507    0.014507               0               0.00                0  7.667493 20.0
 7.451         0.040284    0.040284               0               0.00                0  7.410716 20.0
 7.101         0.063772    0.063772               0               0.00                0  7.037228 20.0
 7.417         0.087437    0.087437               0               0.00                0  7.329563 20.0
 6.445         0.079812    0.079812               0               0.00                0  6.365188 20.0
 9.067         0.070986    0.070986               0               0.00                0  8.996014 20.0
10.521         0.098215    0.098215               0               0.00                0 10.422785 20.0
 6.918         0.073181    0.073181               0               0.00                0  6.844819 20.0
 5.333         0.038461    0.038461               0               0.00                0  5.294539 20.0
 5.613         0.007690    0.007690               0               0.00                0  5.605310 20.0
 4.727         0.000000    0.000000               0               0.00                0  4.727000 20.0
 5.026         0.000000    0.000000               0               0.00                0  5.026000 20.0
 6.510         0.000000    0.000000               0               0.00                0  6.510000 20.0
 7.065         0.000000    0.000000               0               0.00                0  7.065000 20.0
 4.079         0.000000    0.000000               0               0.00                0  4.079000 20.0
 3.757         0.000000    0.000000               0               0.00                0  3.757000 20.0
 5.480         0.000000    0.000000               0               0.00                0  5.480000 20.0
 6.655         0.000000    0.000000               0               0.00                0  6.655000 20.0
 6.745         0.000000    0.000000               0               0.00                0  6.745000 20.0
 6.534         0.000000    0.000000               0               0.00                0  6.534000 20.0
 7.318         0.000000    0.000000               0               0.00                0  7.318000 20.0
 5.812         0.000000    0.000000               0               0.00                0  5.812000 20.0
 5.604         0.000000    0.000000               0               0.00                0  5.604000 20.0
 5.235         0.000791    0.000791               0               0.00                0  5.234209 20.0
 5.424         0.010994    0.010994               0               0.00                0  5.413006 20.0
 5.116         0.025337    0.025337               0               0.00                0  5.090663 20.0
 5.075         0.038094    0.038094               0               0.00                0  5.036906 20.0
 4.646         0.048233    0.048233               0               0.00                0  4.597767 20.0
 3.797         0.033601    0.033601               0               0.00                0  3.763399 20.0
 4.654         0.045619    0.045619               0               0.00                0  4.608381 20.0
 9.579         0.044077    0.044077               0               0.00                0  9.534923 20.0
 6.690         0.033523    0.033523               0               0.00                0  6.656477 20.0
 7.467         0.020269    0.020269               0               0.00                0  7.446731 20.0
 6.432         0.004061    0.004061               0               0.00                0  6.427939 20.0
 5.551         0.000000    0.000000               0               0.00                0  5.551000 20.0
 5.536         0.000000    0.000000               0               0.00                0  5.536000 20.0
 6.340         0.000000    0.000000               0               0.00                0  6.340000 20.0
 3.429         0.000000    0.000000               0               0.00                0  3.429000 20.0
 4.948         0.000000    0.000000               0               0.00                0  4.948000 20.0
 5.750         0.000000    0.000000               0               0.00                0  5.750000 20.0
 7.082         0.000000    0.000000               0               0.00                0  7.082000 20.0
 7.419         0.000000    0.000000               0               0.00                0  7.419000 20.0
 6.742         0.000000    0.000000               0               0.00                0  6.742000 20.0
 7.142         0.000000    0.000000               0               0.00                0  7.142000 20.0
 7.119         0.000000    0.000000               0               0.00                0  7.119000 20.0
 6.529         0.000000    0.000000               0               0.00                0  6.529000 20.0
 6.028         0.000000    0.000000               0               0.00                0  6.028000 20.0
 5.314         0.000791    0.000791               0               0.00                0  5.313209 20.0
 5.150         0.013228    0.013228               0               0.00                0  5.136772 20.0
 5.027         0.029795    0.029795               0               0.00                0  4.997205 20.0
 4.892         0.051646    0.051646               0               0.00                0  4.840354 20.0
 6.244         0.072822    0.072822               0               0.00                0  6.171178 20.0
 3.563         0.055953    0.055953               0               0.00                0  3.507047 20.0
 4.769         0.078170    0.078170               0               0.00                0  4.690830 20.0
 7.377         0.070554    0.070554               0               0.00                0  7.306446 20.0
 6.300         0.054078    0.054078               0               0.00                0  6.245922 20.0
 6.435         0.029160    0.029160               0               0.00                0  6.405840 20.0
 5.547         0.006428    0.006428               0               0.00                0  5.540572 20.0
 4.749         0.000000    0.000000               0               0.00                0  4.749000 20.0
 7.039         0.000000    0.000000               0               0.00                0  7.039000 20.0
 5.569         0.000000    0.000000               0               0.00                0  5.569000 20.0
 5.300         0.000000    0.000000               0               0.00                0  5.300000 20.0
 2.906         0.000000    0.000000               0               0.00                0  2.906000 20.0
 6.054         0.000000    0.000000               0               0.00                0  6.054000 20.0
 6.535         0.000000    0.000000               0               0.00                0  6.535000 20.0
 6.929         0.000000    0.000000               0               0.00                0  6.929000 20.0
 7.310         0.000000    0.000000               0               0.00                0  7.310000 20.0
 9.331         0.000000    0.000000               0               0.00                0  9.331000 20.0
 7.274         0.000000    0.000000               0               0.00                0  7.274000 20.0
 6.657         0.000000    0.000000               0               0.00                0  6.657000 20.0
 7.446         0.000000    0.000000               0               0.00                0  7.446000 20.0
 6.990         0.000778    0.000778               0               0.00                0  6.989222 20.0
 6.781         0.012908    0.012908               0               0.00                0  6.768092 20.0
 6.790         0.030875    0.030875               0               0.00                0  6.759125 20.0
 6.663         0.047110    0.047110               0               0.00                0  6.615890 20.0
 6.832         0.060316    0.060316               0               0.00                0  6.771684 20.0
 6.759         0.064757    0.064757               0               0.00                0  6.694243 20.0
 6.312         0.081246    0.081246               0               0.00                0  6.230754 20.0
 9.709         0.080382    0.080382               0               0.00                0  9.628618 20.0
 8.305         0.064359    0.064359               0               0.00                0  8.240641 20.0
 5.750         0.034806    0.034806               0               0.00                0  5.715194 20.0
 6.636         0.007754    0.007754               0               0.00                0  6.628246 20.0
 5.235         0.000000    0.000000               0               0.00                0  5.235000 20.0
 5.164         0.000000    0.000000               0               0.00                0  5.164000 20.0
 5.189         0.000000    0.000000               0               0.00                0  5.189000 20.0
 3.796         0.000000    0.000000               0               0.00                0  3.796000 20.0
 5.788         0.000000    0.000000               0               0.00                0  5.788000 20.0
 5.272         0.000000    0.000000               0               0.00                0  5.272000 20.0
 6.091         0.000000    0.000000               0               0.00                0  6.091000 20.0
 7.992         0.000000    0.000000               0               0.00                0  7.992000 20.0
 7.985         0.000000    0.000000               0               0.00                0  7.985000 20.0
 7.813         0.000000    0.000000               0               0.00                0  7.813000 20.0
 7.737         0.000000    0.000000               0               0.00                0  7.737000 20.0
 6.282         0.000000    0.000000               0               0.00                0  6.282000 20.0
 5.790         0.000000    0.000000               0               0.00                0  5.790000 20.0
 5.389         0.001166    0.001166               0               0.00                0  5.387834 20.0
 5.207         0.019691    0.019691               0               0.00                0  5.187309 20.0
 5.142         0.050142    0.050142               0               0.00                0  5.091858 20.0
 5.003         0.080028    0.080028               0               0.00                0  4.922972 20.0
 4.908         0.101995    0.101995               0               0.00                0  4.806005 20.0
 5.580         0.095550    0.095550               0               0.00                0  5.484450 20.0
 5.432         0.119483    0.119483               0               0.00                0  5.312517 20.0
 8.939         0.113625    0.113625               0               0.00                0  8.825375 20.0
 8.775         0.079834    0.079834               0               0.00                0  8.695166 20.0
 5.934         0.043122    0.043122               0               0.00                0  5.890878 20.0
 5.897         0.010066    0.010066               0               0.00                0  5.886934 20.0
 6.540         0.000000    0.000000               0               0.00                0  6.540000 20.0
 5.747         0.000000    0.000000               0               0.00                0  5.747000 20.0
 7.205         0.000000    0.000000               0               0.00                0  7.205000 20.0
 5.457         0.000000    0.000000               0               0.00                0  5.457000 20.0
 5.814         0.000000    0.000000               0               0.00                0  5.814000 20.0
 4.767         0.000000    0.000000               0               0.00                0  4.767000 20.0
 7.174         0.000000    0.000000               0               0.00                0  7.174000 20.0
 9.859         0.000000    0.000000               0               0.00                0  9.859000 20.0
 7.713         0.000000    0.000000               0               0.00                0  7.713000 20.0
 8.363         0.000000    0.000000               0               0.00                0  8.363000 20.0
 7.833         0.000000    0.000000               0               0.00                0  7.833000 20.0
 6.017         0.000000    0.000000               0               0.00                0  6.017000 20.0
 5.769         0.000000    0.000000               0               0.00                0  5.769000 20.0
 5.325         0.001045    0.001045               0               0.00                0  5.323955 20.0
 4.987         0.014507    0.014507               0               0.00                0  4.972493 20.0
 4.841         0.040284    0.040284               0               0.00                0  4.800716 20.0
 4.888         0.063772    0.063772               0               0.00                0  4.824228 20.0
 4.608         0.087437    0.087437               0               0.00                0  4.520563 20.0
 3.701         0.079812    0.079812               0               0.00                0  3.621188 20.0
 5.841         0.070986    0.070986               0               0.00                0  5.770014 20.0
10.097         0.098215    0.098215               0               0.00                0  9.998785 20.0
 9.823         0.073181    0.073181               0               0.00                0  9.749819 20.0
 6.140         0.038461    0.038461               0               0.00                0  6.101539 20.0
 6.839         0.007690    0.007690               0               0.00                0  6.831310 20.0
 6.538         0.000000    0.000000               0               0.00                0  6.538000 20.0
 5.153         0.000000    0.000000               0               0.00                0  5.153000 20.0
 8.154         0.000000    0.000000               0               0.00                0  8.154000 20.0
 5.888         0.000000    0.000000               0               0.00                0  5.888000 20.0
 5.276         0.000000    0.000000               0               0.00                0  5.276000 20.0
 4.241         0.000000    0.000000               0               0.00                0  4.241000 20.0
 6.572         0.000000    0.000000               0               0.00                0  6.572000 20.0
 7.114         0.000000    0.000000               0               0.00                0  7.114000 20.0
 7.420         0.000000    0.000000               0               0.00                0  7.420000 20.0
 7.486         0.000000    0.000000               0               0.00                0  7.486000 20.0
 7.138         0.000000    0.000000               0               0.00                0  7.138000 20.0
 6.586         0.000000    0.000000               0               0.00                0  6.586000 20.0
 6.373         0.000000    0.000000               0               0.00                0  6.373000 20.0
 5.509         0.000791    0.000791               0               0.00                0  5.508209 20.0
 5.379         0.010994    0.010994               0               0.00                0  5.368006 20.0
 5.357         0.025337    0.025337               0               0.00                0  5.331663 20.0
 5.113         0.038094    0.038094               0               0.00                0  5.074906 20.0
 5.301         0.048233    0.048233               0               0.00                0  5.252767 20.0
 5.097         0.033601    0.033601               0               0.00                0  5.063399 20.0
 5.648         0.045619    0.045619               0               0.00                0  5.602381 20.0
 9.726         0.044077    0.044077               0               0.00                0  9.681923 20.0
 8.775         0.033523    0.033523               0               0.00                0  8.741477 20.0
 5.837         0.020269    0.020269               0               0.00                0  5.816731 20.0
 5.105         0.004061    0.004061               0               0.00                0  5.100939 20.0
 5.507         0.000000    0.000000               0               0.00                0  5.507000 20.0
 4.595         0.000000    0.000000               0               0.00                0  4.595000 20.0
 8.001         0.000000    0.000000               0               0.00                0  8.001000 20.0
 5.092         0.000000    0.000000               0               0.00                0  5.092000 20.0
 5.844         0.000000    0.000000               0               0.00                0  5.844000 20.0
 5.982         0.000000    0.000000               0               0.00                0  5.982000 20.0
 6.187         0.000000    0.000000               0               0.00                0  6.187000 20.0
 9.010         0.000000    0.000000               0               0.00                0  9.010000 20.0
 9.586         0.000000    0.000000               0               0.00                0  9.586000 20.0
 8.929         0.000000    0.000000               0               0.00                0  8.929000 20.0
 8.196         0.000000    0.000000               0               0.00                0  8.196000 20.0
 7.537         0.000000    0.000000               0               0.00                0  7.537000 20.0
 8.219         0.000000    0.000000               0               0.00                0  8.219000 20.0
 7.871         0.000791    0.000791               0               0.00                0  7.870209 20.0
 7.629         0.013228    0.013228               0               0.00                0  7.615772 20.0
 7.630         0.029795    0.029795               0               0.00                0  7.600205 20.0
 7.314         0.051646    0.051646               0               0.00                0  7.262354 20.0
 7.228         0.072822    0.072822               0               0.00                0  7.155178 20.0
 6.293         0.055953    0.055953               0               0.00                0  6.237047 20.0
 8.058         0.078170    0.078170               0               0.00                0  7.979830 20.0
 9.387         0.070554    0.070554               0               0.00                0  9.316446 20.0
 8.984         0.054078    0.054078               0               0.00                0  8.929922 20.0
 6.154         0.029160    0.029160               0               0.00                0  6.124840 20.0
 7.763         0.006428    0.006428               0               0.00                0  7.756572 20.0
 7.177         0.000000    0.000000               0               0.00                0  7.177000 20.0
 6.921         0.000000    0.000000               0               0.00                0  6.921000 20.0
 7.753         0.000000    0.000000               0               0.00                0  7.753000 20.0
 6.173         0.000000    0.000000               0               0.00                0  6.173000 20.0
 5.744         0.000000    0.000000               0               0.00                0  5.744000 20.0
 4.005         0.000000    0.000000               0               0.00                0  4.005000 20.0
 6.625         0.000000    0.000000               0               0.00                0  6.625000 20.0
 7.430         0.000000    0.000000               0               0.00                0  7.430000 20.0
 7.836         0.000000    0.000000               0               0.00                0  7.836000 20.0
 8.228         0.000000    0.000000               0               0.00                0  8.228000 20.0
 6.905         0.000000    0.000000               0               0.00                0  6.905000 20.0
 6.906         0.000000    0.000000               0               0.00                0  6.906000 20.0
 8.011         0.000000    0.000000               0               0.00                0  8.011000 20.0
 7.590         0.000778    0.000778               0               0.00                0  7.589222 20.0
 7.419         0.012908    0.012908               0               0.00                0  7.406092 20.0
 7.485         0.030875    0.030875               0               0.00                0  7.454125 20.0
 7.544         0.047110    0.047110               0               0.00                0  7.496890 20.0
 7.898         0.060316    0.060316               0               0.00                0  7.837684 20.0
 6.584         0.064757    0.064757               0               0.00                0  6.519243 20.0
 8.455         0.081246    0.081246               0               0.00                0  8.373754 20.0
10.557         0.080382    0.080382               0               0.00                0 10.476618 20.0
 8.757         0.064359    0.064359               0               0.00                0  8.692641 20.0
 5.790         0.034806    0.034806               0               0.00                0  5.755194 20.0
 6.059         0.007754    0.007754               0               0.00                0  6.051246 20.0
 5.753         0.000000    0.000000               0               0.00                0  5.753000 20.0
 7.187         0.000000    0.000000               0               0.00                0  7.187000 20.0
 7.905         0.000000    0.000000               0               0.00                0  7.905000 20.0
 6.149         0.000000    0.000000               0               0.00                0  6.149000 20.0
 4.707         0.000000    0.000000               0               0.00                0  4.707000 20.0
 5.314         0.000000    0.000000               0               0.00                0  5.314000 20.0
 6.238         0.000000    0.000000               0               0.00                0  6.238000 20.0
 7.354         0.000000    0.000000               0               0.00                0  7.354000 20.0
 8.613         0.000000    0.000000               0               0.00                0  8.613000 20.0
 8.114         0.000000    0.000000               0               0.00                0  8.114000 20.0
 8.005         0.000000    0.000000               0               0.00                0  8.005000 20.0
 7.308         0.000000    0.000000               0               0.00                0  7.308000 20.0
 5.479         0.000000    0.000000               0               0.00                0  5.479000 20.0
 5.382         0.001166    0.001166               0               0.00                0  5.380834 20.0
 5.053         0.019691    0.019691               0               0.00                0  5.033309 20.0
 5.055         0.050142    0.050142               0               0.00                0  5.004858 20.0
 4.821         0.080028    0.080028               0               0.00                0  4.740972 20.0
 4.686         0.101995    0.101995               0               0.00                0  4.584005 20.0
 4.204         0.095550    0.095550               0               0.00                0  4.108450 20.0
 6.556         0.119483    0.119483               0               0.00                0  6.436517 20.0
 9.740         0.113625    0.113625               0               0.00                0  9.626375 20.0
 8.413         0.079834    0.079834               0               0.00                0  8.333166 20.0
 5.743         0.043122    0.043122               0               0.00                0  5.699878 20.0
 7.327         0.010066    0.010066               0               0.00                0  7.316934 20.0
 7.306         0.000000    0.000000               0               0.00                0  7.306000 20.0
 6.415         0.000000    0.000000               0               0.00                0  6.415000 20.0
 5.647         0.000000    0.000000               0               0.00                0  5.647000 20.0
 5.485         0.000000    0.000000               0               0.00                0  5.485000 20.0
 6.085         0.000000    0.000000               0               0.00                0  6.085000 20.0
 4.947         0.000000    0.000000               0               0.00                0  4.947000 20.0
 6.689         0.000000    0.000000               0               0.00                0  6.689000 20.0
 6.334         0.000000    0.000000               0               0.00                0  6.334000 20.0
 7.115         0.000000    0.000000               0               0.00                0  7.115000 20.0
 8.280         0.000000    0.000000               0               0.00                0  8.280000 20.0
 6.451         0.000000    0.000000               0               0.00                0  6.451000 20.0
 5.785         0.000000    0.000000               0               0.00                0  5.785000 20.0
 6.113         0.000000    0.000000               0               0.00                0  6.113000 20.0
 5.876         0.001045    0.001045               0               0.00                0  5.874955 20.0
 5.657         0.014507    0.014507               0               0.00                0  5.642493 20.0
 5.450         0.040284    0.040284               0               0.00                0  5.409716 20.0
 5.574         0.063772    0.063772               0               0.00                0  5.510228 20.0
 6.916         0.087437    0.087437               0               0.00                0  6.828563 20.0
 4.156         0.079812    0.079812               0               0.00                0  4.076188 20.0
 6.485         0.070986    0.070986               0               0.00                0  6.414014 20.0
 9.625         0.098215    0.098215               0               0.00                0  9.526785 20.0
 7.307         0.073181    0.073181               0               0.00                0  7.233819 20.0
 6.332         0.038461    0.038461               0               0.00                0  6.293539 20.0
 5.199         0.007690    0.007690               0               0.00                0  5.191310 20.0
 5.033         0.000000    0.000000               0               0.00                0  5.033000 20.0
 6.307         0.000000    0.000000               0               0.00                0  6.307000 20.0
 7.096         0.000000    0.000000               0               0.00                0  7.096000 20.0
 4.577         0.000000    0.000000               0               0.00                0  4.577000 20.0
 3.841         0.000000    0.000000               0               0.00                0  3.841000 20.0
 7.925         0.000000    0.000000               0               0.00                0  7.925000 20.0
 6.986         0.000000    0.000000               0               0.00                0  6.986000 20.0
 9.358         0.000000    0.000000               0               0.00                0  9.358000 20.0
 8.894         0.000000    0.000000               0               0.00                0  8.894000 20.0
 9.272         0.000000    0.000000               0               0.00                0  9.272000 20.0
 7.783         0.000000    0.000000               0               0.00                0  7.783000 20.0
 7.623         0.000000    0.000000               0               0.00                0  7.623000 20.0
 7.241         0.000000    0.000000               0               0.00                0  7.241000 20.0
 7.741         0.000791    0.000791               0               0.00                0  7.740209 20.0
 6.504         0.010994    0.010994               0               0.00                0  6.493006 20.0
 5.976         0.025337    0.025337               0               0.00                0  5.950663 20.0
 6.499         0.038094    0.038094               0               0.00                0  6.460906 20.0
 6.056         0.048233    0.048233               0               0.00                0  6.007767 20.0
 6.602         0.033601    0.033601               0               0.00                0  6.568399 20.0
 6.344         0.045619    0.045619               0               0.00                0  6.298381 20.0
 7.001         0.044077    0.044077               0               0.00                0  6.956923 20.0
 7.701         0.033523    0.033523               0               0.00                0  7.667477 20.0
 8.389         0.020269    0.020269               0               0.00                0  8.368731 20.0
 6.719         0.004061    0.004061               0               0.00                0  6.714939 20.0
 7.054         0.000000    0.000000               0               0.00                0  7.054000 20.0
 6.764         0.000000    0.000000               0               0.00                0  6.764000 20.0
 6.808         0.000000    0.000000               0               0.00                0  6.808000 20.0
 6.568         0.000000    0.000000               0               0.00                0  6.568000 20.0
 5.583         0.000000    0.000000               0               0.00                0  5.583000 20.0
 6.533         0.000000    0.000000               0               0.00                0  6.533000 20.0
 7.342         0.000000    0.000000               0               0.00                0  7.342000 20.0
 6.211         0.000000    0.000000               0               0.00                0  6.211000 20.0
 8.462         0.000000    0.000000               0               0.00                0  8.462000 20.0
 8.748         0.000000    0.000000               0               0.00                0  8.748000 20.0
 6.862         0.000000    0.000000               0               0.00                0  6.862000 20.0
10.943         0.000000    0.000000               0               0.00                0 10.943000 20.0
 9.167         0.000000    0.000000               0               0.00                0  9.167000 20.0
 9.381         0.000791    0.000791               0               0.00                0  9.380209 20.0
 8.752         0.013228    0.013228               0               0.00                0  8.738772 20.0
 8.466         0.029795    0.029795               0               0.00                0  8.436205 20.0
 8.404         0.051646    0.051646               0               0.00                0  8.352354 20.0
 8.085         0.072822    0.072822               0               0.00                0  8.012178 20.0
 6.677         0.055953    0.055953               0               0.00                0  6.621047 20.0
 7.648         0.078170    0.078170               0               0.00                0  7.569830 20.0
 9.113         0.070554    0.070554               0               0.00                0  9.042446 20.0
 7.610         0.054078    0.054078               0               0.00                0  7.555922 20.0
 5.634         0.029160    0.029160               0               0.00                0  5.604840 20.0
 5.500         0.006428    0.006428               0               0.00                0  5.493572 20.0
 5.779         0.000000    0.000000               0               0.00                0  5.779000 20.0
 7.380         0.000000    0.000000               0               0.00                0  7.380000 20.0
 8.332         0.000000    0.000000               0               0.00                0  8.332000 20.0
 5.857         0.000000    0.000000               0               0.00                0  5.857000 20.0
 5.110         0.000000    0.000000               0               0.00                0  5.110000 20.0
 6.160         0.000000    0.000000               0               0.00                0  6.160000 20.0
 6.888         0.000000    0.000000               0               0.00                0  6.888000 20.0
 5.895         0.000000    0.000000               0               0.00                0  5.895000 20.0
 7.110         0.000000    0.000000               0               0.00                0  7.110000 20.0
11.503         0.000000    0.000000               0               0.00                0 11.503000 20.0
10.294         0.000000    0.000000               0               0.00                0 10.294000 20.0
 7.708         0.000000    0.000000               0               0.00                0  7.708000 20.0
 7.328         0.000000    0.000000               0               0.00                0  7.328000 20.0
 6.699         0.000778    0.000778               0               0.00                0  6.698222 20.0
 6.086         0.012908    0.012908               0               0.00                0  6.073092 20.0
 5.497         0.030875    0.030875               0               0.00                0  5.466125 20.0
 5.753         0.047110    0.047110               0               0.00                0  5.705890 20.0
 5.953         0.060316    0.060316               0               0.00                0  5.892684 20.0
 4.282         0.064757    0.064757               0               0.00                0  4.217243 20.0
 6.441         0.081246    0.081246               0               0.00                0  6.359754 20.0
10.097         0.080382    0.080382               0               0.00                0 10.016618 20.0
 7.925         0.064359    0.064359               0               0.00                0  7.860641 20.0
 7.567         0.034806    0.034806               0               0.00                0  7.532194 20.0
 4.968         0.007754    0.007754               0               0.00                0  4.960246 20.0
 4.168         0.000000    0.000000               0               0.00                0  4.168000 20.0
 5.843         0.000000    0.000000               0               0.00                0  5.843000 20.0
 6.188         0.000000    0.000000               0               0.00                0  6.188000 20.0
 6.232         0.000000    0.000000               0               0.00                0  6.232000 20.0
 5.465         0.000000    0.000000               0               0.00                0  5.465000 20.0
 4.748         0.000000    0.000000               0               0.00                0  4.748000 20.0
 6.375         0.000000    0.000000               0               0.00                0  6.375000 20.0
 6.550         0.000000    0.000000               0               0.00                0  6.550000 20.0
 8.576         0.000000    0.000000               0               0.00                0  8.576000 20.0
 7.866         0.000000    0.000000               0               0.00                0  7.866000 20.0
 7.304         0.000000    0.000000               0               0.00                0  7.304000 20.0
 6.626         0.000000    0.000000               0               0.00                0  6.626000 20.0
 8.987         0.000000    0.000000               0               0.00                0  8.987000 20.0
 8.555         0.001166    0.001166               0               0.00                0  8.553834 20.0
 8.024         0.019691    0.019691               0               0.00                0  8.004309 20.0
 8.218         0.050142    0.050142               0               0.00                0  8.167858 20.0
 8.079         0.080028    0.080028               0               0.00                0  7.998972 20.0
 7.873         0.101995    0.101995               0               0.00                0  7.771005 20.0
 6.757         0.095550    0.095550               0               0.00                0  6.661450 20.0
 7.984         0.119483    0.119483               0               0.00                0  7.864517 20.0
11.549         0.113625    0.113625               0               0.00                0 11.435375 20.0
 8.510         0.079834    0.079834               0               0.00                0  8.430166 20.0
 7.162         0.043122    0.043122               0               0.00                0  7.118878 20.0
 6.578         0.010066    0.010066               0               0.00                0  6.567934 20.0
 6.777         0.000000    0.000000               0               0.00                0  6.777000 20.0
 6.192         0.000000    0.000000               0               0.00                0  6.192000 20.0
 7.085         0.000000    0.000000               0               0.00                0  7.085000 20.0
 5.402         0.000000    0.000000               0               0.00                0  5.402000 20.0
 5.252         0.000000    0.000000               0               0.00                0  5.252000 20.0
 6.423         0.000000    0.000000               0               0.00                0  6.423000 20.0
 5.729         0.000000    0.000000               0               0.00                0  5.729000 20.0
 8.363         0.000000    0.000000               0               0.00                0  8.363000 20.0
 8.166         0.000000    0.000000               0               0.00                0  8.166000 20.0
 9.009         0.000000    0.000000               0               0.00                0  9.009000 20.0
 7.421         0.000000    0.000000               0               0.00                0  7.421000 20.0
 7.383         0.000000    0.000000               0               0.00                0  7.383000 20.0
 6.943         0.000000    0.000000               0               0.00                0  6.943000 20.0
 5.973         0.001045    0.001045               0               0.00                0  5.971955 20.0
 5.725         0.014507    0.014507               0               0.00                0  5.710493 20.0
 5.665         0.040284    0.040284               0               0.00                0  5.624716 20.0
 5.728         0.063772    0.063772               0               0.00                0  5.664228 20.0
 5.234         0.087437    0.087437               0               0.00                0  5.146563 20.0
 3.871         0.079812    0.079812               0               0.00                0  3.791188 20.0
 5.299         0.070986    0.070986               0               0.00                0  5.228014 20.0
 8.402         0.098215    0.098215               0               0.00                0  8.303785 20.0
 7.860         0.073181    0.073181               0               0.00                0  7.786819 20.0
 4.595         0.038461    0.038461               0               0.00                0  4.556539 20.0
 7.858         0.007690    0.007690               0               0.00                0  7.850310 20.0
 7.573         0.000000    0.000000               0               0.00                0  7.573000 20.0
 8.094         0.000000    0.000000               0               0.00                0  8.094000 20.0
 8.155         0.000000    0.000000               0               0.00                0  8.155000 20.0
 4.626         0.000000    0.000000               0               0.00                0  4.626000 20.0
 5.614         0.000000    0.000000               0               0.00                0  5.614000 20.0
 5.862         0.000000    0.000000               0               0.00                0  5.862000 20.0
 6.133         0.000000    0.000000               0               0.00                0  6.133000 20.0
 8.082         0.000000    0.000000               0               0.00                0  8.082000 20.0
10.340         0.000000    0.000000               0               0.00                0 10.340000 20.0
 8.323         0.000000    0.000000               0               0.00                0  8.323000 20.0
 8.510         0.000000    0.000000               0               0.00                0  8.510000 20.0
 7.676         0.000000    0.000000               0               0.00                0  7.676000 20.0
 8.424         0.000000    0.000000               0               0.00                0  8.424000 20.0
 8.534         0.000791    0.000791               0               0.00                0  8.533209 20.0
 8.357         0.010994    0.010994               0               0.00                0  8.346006 20.0
 8.134         0.025337    0.025337               0               0.00                0  8.108663 20.0
 8.048         0.038094    0.038094               0               0.00                0  8.009906 20.0
 8.652         0.048233    0.048233               0               0.00                0  8.603767 20.0
 7.455         0.033601    0.033601               0               0.00                0  7.421399 20.0
 7.250         0.045619    0.045619               0               0.00                0  7.204381 20.0
11.907         0.044077    0.044077               0               0.00                0 11.862923 20.0
10.172         0.033523    0.033523               0               0.00                0 10.138477 20.0
 8.511         0.020269    0.020269               0               0.00                0  8.490731 20.0
 6.568         0.004061    0.004061               0               0.00                0  6.563939 20.0
 7.063         0.000000    0.000000               0               0.00                0  7.063000 20.0
 9.497         0.000000    0.000000               0               0.00                0  9.497000 20.0
 7.868         0.000000    0.000000               0               0.00                0  7.868000 20.0
 6.343         0.000000    0.000000               0               0.00                0  6.343000 20.0
 8.541         0.000000    0.000000               0               0.00                0  8.541000 20.0
 7.656         0.000000    0.000000               0               0.00                0  7.656000 20.0
 6.490         0.000000    0.000000               0               0.00                0  6.490000 20.0
 8.152         0.000000    0.000000               0               0.00                0  8.152000 20.0
 8.291         0.000000    0.000000               0               0.00                0  8.291000 20.0
 7.660         0.000000    0.000000               0               0.00                0  7.660000 20.0
 8.217         0.000000    0.000000               0               0.00                0  8.217000 20.0
 8.855         0.000000    0.000000               0               0.00                0  8.855000 20.0
